ASIN,name,ProductUrl,ProductRating,ProductPrice,ProductReview,Description,Manufacturer,ProductDescription
B0BXFDK5J2,"uppercase 26 Ltrs Ryder Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ",https://www.amazon.in/dp/B0BXFDK5J2,4.2 out of 5 stars,"2,400",57," Care Instructions: Wipe with Damp Cloth  
 Handcrafted with care and made up of premium quality robust material  
 GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty  
 Padded laptop compartment fits up to 15.6"" Laptop, Tablet Sleeve; Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side  
 Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Gadget Pocket; Internal Organiser  ","Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800","Product Description Never Ordinary Standout in sustainable fashion with uppercase—India’s 1st GRS-certified bags brand. We are an environmentally sensitive brand of Travel Gear for the young with a taste for things that don’t just help them look or feel good but also do good. And it's ready to get working and go places with you. Features that Stand Out! Stylish and sturdy yet lightweight, the uppercase day backpack is made with premium quality robust material with sturdy stitching, it offers a little extra than what you need for your school essentials. Designed with Care This 26L laptop backpack promises durability, robustness, and reliability. It successfully goes through the tear test, break test, and 2000 jolt test before it reaches you. Strength & Safety This durable bag features a smooth inner surface and a wrinkle-free, sturdy outer that stays upright. Spacious Storage It is designed with a spacious main compartment, a side bottle pocket, and a quick access-front pocket for easy accessibility. Rainproof This bag is 3x more water-resistant and comes with rainproof zippers to protect your school belongings. Designed for good - A Promise of Sustainable and Ethical Production Choose uppercase for sustainable bags that don't compromise on quality. Our school backpack is made with premium recycled material and is GRS-certified for sustainability, making it a stylish step towards sustainability. Vegan Leather Laptop Backpack 7A Blue Nexus Professional Backpack 03 Black Matrix Professional Backpack 08 Black Tall Boy Laptop Backpack 10A Red Apex Professional Backpack 01 Black Rainproof Zipper ✓ ✓ ✓ ✓ ✓ Laptop Sleeve ✓ ✓ ✓ ✓ ✓ Bottle Holder ✓ ✓ ✓ ✓ ✓ Sturdy ✓ ✓ ✓ ✓ ✓ Rapid Access Pocket ✓ ✓ ✓ ✓"
B0BR1C59R8,"uppercase SealPro Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers & Anti-theft for Men, Women, Boys and Girls, 750 Days warranty ",https://www.amazon.in/dp/B0BR1C59R8,4.6 out of 5 stars,"1,900",63," Care Instructions: Wipe with Damp Cloth  
 Handcrafted with care and made up of premium quality robust material  
 Padded anti-theft laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Pocket under flap and 2 mesh pocket inside main compartment with a bottle holder on the side  
 Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket  
 GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty  ","Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800",
B0C2D4T9R5,"Tabelito® NEXA 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook. (GREY) ",https://www.amazon.in/dp/B0C2D4T9R5,4.7 out of 5 stars,399,59," Care Instructions: Hand Wash Only  
 The front and side zipper compartments of the backpack make it simple to store items like tablets, diaries, pens, pencils, smartphones, cards, change and other small items. The backpack's side pockets make it easy to carry along tiny goods like mini umbrellas and water bottles.  
 MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex  
 LAPTOP BACKPACK SPECIFICATIONS - Men's NEXA Laptop Backpack; Compartment Size: Up to 15.6 Inches. 30 litres is the capacity. 15 x 11.5 x 3 inches in size.  
 NEXA padded laptop backpack with internal organiser and sleeve that can handle up to 15.6"" laptops. Compatible laptops include those made by HP, Lenovo, Acer, ASUS, and Dell. Your keys, cords, office supplies, and other valuables can be neatly organised inside the organiser to avoid theft.  
 The Tabelito Casual Backpack is entirely produced in India and goes through strict quality inspections and tests. Water Resistant Material: The material has an advanced IPX4 coating that prevents water from penetrating from any angle.  
 The backpack features a 30L capacity and a padded laptop pocket that fits a 15.6 inch laptop. Additional necessities that can fit within are a lunchbox, charger, tablet, books, power bank, wallet, and sunglasses.  ","Tabelito Trade India, Tabelito Trade India, Tabelito Trade India, Prop No: 5, Ground Floor, Kh No:641, Village Rithala, Land Mark: Near Suzuki service center (Rithala), Contact : +919958166528",From the manufacturer
B08R7S55H4,"Lenovo 15.6"" Professional Backpack, Made in India, Water-resistant,Uncompromised storage, Travel friendly:Fleece-lined PC compartment,Vented,Padded BackPanel & Adjustable shoulder straps,Luggage strap ",https://www.amazon.in/dp/B08R7S55H4,4.2 out of 5 stars,699,853," Style meets Function: Designed for 15.6” Lenovo laptops, the backpack walks the line between function and form. It utilizes durable materials, and robust features set to cater to its audience's every need. Ideal for professionals looking for a stylish and versatile backpack for a variety of occasions  
 Sturdy & Durable: Fleece-lined laptop compartment that fights dust and damage. Water-resistant, joint material design and tough coated base help withstand daily wear and tear  
 Travel friendly backpack with Uncompromising storage space for devices and essentials: The backpack comes with a ventilated and well-padded back panel for extra breathability. Adjustable shoulder straps offer the perfect fit. Spacious main compartment and Stretchy polyester side pockets offer quick access to your essentials  
 Styled in classic dark blue and dark grey, the colors accentuate the sturdy materials the bag is constructed of  ","Lenovo, #43/3, Maruthi Mandira, Arisina Kunta, Next to Holiday Plam Hotel, Nelamangala, Bangalore 562123, India",
B07NJRPJ6Q,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black) ,https://www.amazon.in/dp/B07NJRPJ6Q,4.3 out of 5 stars,448,"12,999"," Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex  
 Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps  
 Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks  
 Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket  
 Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry  ",,"Product Description Ergonomic Contoured Shape With a slim, sleek and compact design you will love how this backpack can look small and compact even though it has 2 spacious compartments to store your gadgets, books, keys and even a water bottle! Fits Your Laptop You can take along your gadgets with you to office, college or anywhere with this backpack, as it has got allotted storage space that fits a laptop of up-to 15.6 inches. Strong and Lightweight Designed with great quality materials that are waterproof, tough and durable, this backpack is like no other as it features a lightweight design that is easy to maintain as well. Padded Back Straps The back straps of the backpack are padded to give the user maximum support and it made with anti-sweat fabric, giving you the comfort throughout the day. Spacious Storage Featuring 2 compartments, the main compartment and a front compartment to store smaller objects/pens/thin notebooks etc. It also includes a laptop sleeve with a Velcro strap for safety. Back Support It won’t feel uneasy to carry heavy things for a longer time with this bag as it has a cushioned back support that distributes weight evenly between your shoulders and back. A Bag for any weather Be it those stormy rainy season, scorching heat, or freezing winters, this bag can endure as it is crafted, designed and made with quality and tough materials."
B09VCHV6T5,"TRUE HUMAN® Emperor Anti-Theft backpack with combination lock Laptop bag,office bag for Men and Women | College Bags for Girls & Boys (Zyden) ",https://www.amazon.in/dp/B09VCHV6T5,3.7 out of 5 stars,675,"1,154"," » Superior & Durability: Made of durable and Eco-friendly water resistant oxford textile fabric,which keeps your files and stuffs dry inside. This backpack can hold up to 15.6"" laptop from most brands, but it may not be suitable for all brand 15.6"". Since there maybe exist slight size difference among different laptop brands.  
 » PREMIUM MATERIAL: Made from high quality, waterproof Polyester material in grey color. Premium quality smooth zippers, pullers, buckles.  ",,"Product Description TRUE HUMAN Emperor anti - theft backpack ( ZYDEN ) True human ZYDEN backpack Special design not only ensures that you stand out in the crowd but it also serves a purpose. It is built in a way to efficiently organize and protect your belongings . Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. Key Features EASE OF ACCESS easy to access pocket for your stuff. cushioned back support The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels. Inbuilt Locking system Keep your laptop and other belongings safe and dry when they are inside the backpack.It is built in a way to efficiently organize and protect your belongings Multi-purpose The backpack features multiple compartments that you may use for your laptop and other essentials. Secure and Stylish"
B0BLCXMTZ7,American Tourister SPIN LAPTOP BACKPACK 28L POLYESTER BLACK ,https://www.amazon.in/dp/B0BLCXMTZ7,3.4 out of 5 stars,"1,399",25," Care Instructions: Wipe with Damp Cloth  
 Internal Organizer in the front for secure placement & easy access of all your essentials  
 Pocket on the side to accommodate your sipper/bottle or umbrella  
 Mesh padding on back & shoulder straps for superior comfort and breathability  
 Lightweight & voluminous backpack made of durable double dot polyester fabric  ","Samsonite South Asia Pvt. Ltd., Samsonite South Asia Pvt Ltd, GAT NO 159 to 163 , Gonde Taluka,Igatpuri,Nashik-422403",
B084NZFNGS,"Arctic Hunter Backpack,Original 41L Expandable Laptop Bag Business Travel Backpack with 17 inch Laptop Pocket 3 in 1 Convertible Laptop Backpack Tech Bag with USB Charging Port Water-resistant Multiple Compartments Large Capacity Bag for Men Women Travel Business College ",https://www.amazon.in/dp/B084NZFNGS,4.5 out of 5 stars,"3,419",545," Care Instructions: Hand Wash Only  
 [41 L Expandable Original Arctic Hunter Backpack] -- Arctic Hunter original bag, 100% guarantee, two-year warranty. This arctic hunter backpack can easily expand 24L to 41L,You can choose to expand the capacity or not according to your needs, and the multifunctional backpack can be used for Long and short trips,daily,college and business, there is a 17 inch laptop pocket in the main compartment.  
 [3 in 1 Convertible Business Travel bag]--Backpack,handbag,luggage bag.three modes can be converted freely,the sholder strp can be hidden,and there is a thickness handle at the side of the backpack, so it canbe used as a handbag. the Trolley Back Strap secures the bag to the trolley case, making you comfortable on the travel.  
 [Multiple Pocket and Compartments]--There are three compartments and 15 pockets in this bag. The main compartment has a large pocket, wallet and power bank holder, computer and ipad pocket, you can put clothes, books, laptop and other things, the front compartment have many small pockets and can put small items, such as notebooks, pens, keys, cards. The back pocket can hold shoulder straps, books and other large items.Multiple compartments can help you store your belongings better.  
 [Durable laptop comfortable bag]--Comfortable airflow back design with thick but soft multi-panel ventilated padding, gives you maximum back support. Breathable and adjustable ""S"" shoulder straps relieve the stress of shoulder.  
 [Water-resistent and scratch-resistant]--Made of Water Resistant and Durable Polyester Fabric with metal zippers and durable shoulder strap buckles. Ensure a secure & long-lasting usage everyday & weekend.. Good Gift for college, high school students for boys,girls,teens,adults.  ","ah arctic hunter, Hoteon Trading Pvt. Ltd., #191, BOOHBCS (BANK COLONY),BTM 2nd Stage, Bangalore-560068. Phone 9148183707 or customercare@hoteon.com","Product Description Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:53Loaded: 9.18%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:53 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio TrackFullscreenThis is a modal window. Previous page Next page 1 Extendable Design 2 Hide Shoulder Strap 3 180° Compartment 4 41L Large Capacity Previous page Next page 1 Aluminum Alloy Handle 2 High-quality Fabric 3 High-density Back Padding 4 USB Charge Port 5 Luggage Strap Arctic Hunter Laptop&Travel Backpack AH B00227L Backpack AH B00345 Backpack GW GB00375 Backpack GW GB00397 Backpack AH B00492 Backpack AH B00113C Backpack AH B00451 Backpack Product Dimensions 47cm*35cm*15cm 43cm*30cm*15cm 47cm*35cm*13cm 46cm*31cm*18cm 45cm*28cm*17.5cm 47cm*35cm*17cm 45cm*27cm*15cm Storage Capacity 41L 32L 25L 38L 30L 28L 20L Weight 1360g 1450g 810g 1110g 1500g 920g 860g Material Polyester Polyester Polyester Polyester Polyester Polyester Polyester,EVA Laptop Size 17 inch 15.6 inch 15.6 inch 15.6 inch 15.6 inch 15.6 inch 15.6 inch Product Features Expandable, Convertible Water-resistant, Expandable Rain Cover, Locking Locking, Expandable,Converible Laptop Tablet Compartment Laptop Pocket,Bottle Holder Locking, Water-resistant Product Features Laptop Tablet Pocket Laptop Compartment,Convertible Laptop Pocket,Bottle Holder Water-resistant,USB Por Water-resistant,Trolley Strap Sunglass Holder,Trolley Sleeve USB Port，Sunglass Holder Product Features Water-resistant, USB Port Tablet Compartmnet,USB Port Sunglass Holder,USB Port Laptop Compartment,USB Port Scratch-resistant Cellphone Holder, Anti-theft Scratch-resistant,TrolleyStrap"
B0C23Y7N1Q,Half Moon Aztec 37L School Bag Class 5-12 | College Bagpack for Men/College Back pack for Women | 15.6 inch Laptop Bag for Men/Backpack for Men | Spacious & Multiple Pockets ,https://www.amazon.in/dp/B0C23Y7N1Q,3.7 out of 5 stars,649,86," This lightweight and spacious laptop bag with 3 compartments contains a dedicated 360 degree protected laptop compartment (up to 17""), so you can you can transport your tech with peace of mind. A Spacious second compartment for essentials like books and files, and a third compartment for extra items. Also features padded shoulder straps and side pockets for water bottles.  
 Carry your books and belongings with ease with this comfortable and durable bagpack! Featuring wide, padded, and adjustable shoulder straps and a padded back, this backpack can handle even heavy loads. Made with strong yet lightweight polyester fabric and heavy-duty zippers, it's built to last. Plus, it comes with a rain cover, perfect for those rainy school or college days.  
 Make a statement on your next trip with our smart and stylish backpack! With a trendy and athletic design, this multipurpose backpack is the perfect combination of style and adventure. Your trips, travel experience cannot get completed without this amazing trekking backpack.  
 Experience enduring and long-lasting performance with our backpack! Made with highly durable material, this backpack is suitable for all weather conditions, including heavy rains and extreme heat. It not only keeps your belongings safe but also resists damage to itself. So, don't settle for anything less.  
 FEATURES: 15.6 inch Laptop compartment, Internal Organiser, Strong and durable zippers, Adjustable Shoulder Handles (Straps) , 2 Bottle/Umbrella holders , Padded Handle , Padded Laptop Compartment , Ergonomic Design, etc  ",Half_Moon,Product Description
B0895ZZHKK,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey) ,https://www.amazon.in/dp/B0895ZZHKK,4.2 out of 5 stars,819,"1,669"," Meant for 15.6-inch laptops  
 Multiple compartments for additional accessories  
 Front big pocket for quick-access your essentials  
 Elegant and Lightweight Cross-dyed woven fabric  
 Finished in Stylish warm dark grey and stretch to shoulder strap  
 Laptop compartment fits up to 15.6 inch laptop with velcro laptop strip  
 ASUS reflective logo  
 1 Year hardware warranty provided by the manufacturer from date of purchase  ",,
B0BWNBQXDZ,"uppercase Apex Professional Laptop Backpack (15.6 Inch) 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty ",https://www.amazon.in/dp/B0BWNBQXDZ,4.3 out of 5 stars,"1,800",58," Care Instructions: Wipe with Damp Cloth  
 Handcrafted with care and made up of premium quality robust material  
 Padded laptop compartment fits up to 15.6"" Laptop, Back padding with Air mesh; Front access pocket for you to easily carry important small items with a bottle holder on the side  
 Wrinkle free bag and 3x more water resistant with Rainproof zippers; Trolley sleeve to securely place the bags on the luggage; Top Slip In Pocket  
 GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); 750 days of international warranty  ","Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India. Customer Care: Email : customercare@uppercase.co.in & Contact no. +91 8691 800 800",
B07NJGW3WX,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit (Navy Blue) ,https://www.amazon.in/dp/B07NJGW3WX,3.8 out of 5 stars,523,105," Highly water-resistant finish to save inner items from water splashes  
 Adjustable shoulder strap  
 Top grab handle  
 Optimum quality of accessories and zipper for smoother functioning and high durability  
 Durable zippers and enhanced by strong stitching at major stress points provide long-lasting durability against daily activities  ","Freewill Sports Private Limited, Freewill Sports Private Limited - 391 Leather Complex Kapurthala Road Jalandhar,144021 (Punjab) Contact No. - 0181-5057000,5099000","From the manufacturer Nivia comes up with biggest range of 'ready-to-go' sports bag for carrying your fitness outfit and equipment's to and from your workout. The NIVIA BEAST GYM BAG-4 is attractive, has a large compartment, a bottel pocket, side pocket for small belongings. Made with high quality accessories and zipper, it's an idol gym bag for every body builder and can also be used as a travel bag. This duffel will keep your stuff organized and will give you a stylish and sporty look. Nivia Beast Polyester Gym Bag Nivia Ashtang Backpack Bag NIVIA Sports Space Polyester Gym Bag Nivia Jungle Round Bag NIVIA Dominator Bagpack YOGA 3.0 Adjustable Shoulder Strap ✓ ✓ ✓ ✓ ✓ ✓ Zip Closure ✓ ✓ ✓ ✓ ✓ ✓ Foldable ✓ x ✓ ✓ ✓ x Outer Pocket 2 pockets 4 pockets 2 pockets 3 pockets 3 pockets 1 pocket Top handle ✓ x ✓ ✓ ✓ ✓ Internal Zip Pocket ✓ ✓ x x x ✓ Shoe Compartment x ✓ ✓ ✓ ✓ x Pocket for Bottle x ✓ ✓ ✓ ✓ ✓ Yoga Mat Mount Strap x x x x x ✓ Water Resistance ✓ ✓ ✓ ✓ ✓ ✓ Top Grab Handle The top grab handles is positioned in a way that allows you to quickly grab the bag and go, without having to fumble around for the handles. Strong and durable ropes Beast Gym Bag has strong and durable robe with resistant to wear and tear, and is not easily fray or break. Also resist moisture, mildew, and UV rays Main Compartment with reliable zipper The main compartment of this duffle bag is the heart of the bag and secured with a reliable zipper to ensure the safety of your belongings. Water Resistance The overall design of the Beast Gym Bag is made of water-resistant polyester material , with no gaps or holes that can allow water to seep in. We have an excellent range of gym bags with a wide range of designs, and colors with stylish contoured designs these duffle bags are made from tough polyester with attractive patterns .These bags comes with right size to hold all your gym essentials, such as workout clothes, shoes, water bottle, and towels. Also comes with durable and sturdy materials that can withstand the wear and tear of frequent use."
B08B6F3X7V,Wesley Matrix 15.6 inch 35L Casual Waterproof Laptop Backpack/Office Bag/College Bag/Business Bag/Unisex Travel Backpack (Navy Blue) ,https://www.amazon.in/dp/B08B6F3X7V,4.2 out of 5 stars,499,761," Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex  
 Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps  
 Dimensions : 13 * 18.5 Inch || Capacity : 35 Litre || Fit for 15.6 Inch Laptops/Notebooks  
 Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket  
 Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry  ",,"Product Description Ergonomic Contoured Shape With a slim, sleek and compact design you will love how this backpack can look small and compact even though it has 2 spacious compartments to store your gadgets, books, keys and even a water bottle! Fits Your Laptop You can take along your gadgets with you to office, college or anywhere with this backpack, as it has got allotted storage space that fits a laptop of up-to 15.6 inches. Strong and Lightweight Designed with great quality materials that are waterproof, tough and durable, this backpack is like no other as it features a lightweight design that is easy to maintain as well. Padded Back Straps The back straps of the backpack are padded to give the user maximum support and it made with anti-sweat fabric, giving you the comfort throughout the day. Spacious Storage Featuring 2 compartments, the main compartment and a front compartment to store smaller objects/pens/thin notebooks etc. It also includes a laptop sleeve with a Velcro strap for safety. Back Support It won’t feel uneasy to carry heavy things for a longer time with this bag as it has a cushioned back support that distributes weight evenly between your shoulders and back. A Bag for any weather Be it those stormy rainy season, scorching heat, or freezing winters, this bag can endure as it is crafted, designed and made with quality and tough materials."
B01G5I8VKQ,Wildcraft 60 Ltrs Orange Rucksack (8903338073833) ,https://www.amazon.in/dp/B01G5I8VKQ,4.2 out of 5 stars,"2,338","1,463"," Color: orange  
 Two adjustable and padded shoulder straps, has a sternum strap and a padded waistband secured with click clasps  ",Wildcraft,
B0851GC4WL,"HAMMONDS FLYCATCHER Genuine Leather Laptop Bag for Men - Office Bag, Brushwood - Fits Up to 14/15.6/16 Inch Laptop/MacBook - Laptop Messenger Bags/Leather Bag for Men with Adjustable Shoulder Strap ",https://www.amazon.in/dp/B0851GC4WL,4.3 out of 5 stars,"2,623","4,946"," Genuine Leather: This laptop bag for men / office bag for men is made of 100% Full Grain Genuine Leather, making it the perfect accessory for office, travel, and daily use. The high-quality leather not only ensures longevity but also adds a touch of elegance to your style. We will gladly reward 100 Times the value of the product upon certification from any accredited labs like ""SGS"" or ""CLRI"" if proven otherwise.  
 Features Of Laptop Bag For Men: 1 Main Compartment, 1 Padded Laptop Compartment, 1 Inner Zipper Pocket, 1 Mobile Pocket, 1 Wallet Pocket, and 2 Pen Slots | Brand's Brass Rivits | Heavy Duty Antirust Metal Fittings | Brand's Jacquard Fabrics | Brand's zippers & sliders | Stitched by a quality nylon thread. | 2 Grab Handles | Dimension: L - 40 B - 8 H - 29 cm | Water Resistance Level: Water Resistant  
 Design Decency Office Bag For Men: This Hammonds Flycatcher genuine leather bag for men is designed by our professional designers which set you apart and outstandingly positioned in the crowd, makes you stand out an organized person. These are not Vegan Leather which will contain shine on its surface. Start your journey now with this leather bag for men as a messenger bag, shoulder bag, office bag , briefcase or laptop bag. Suitable for your school, office, college, & business for everyday use.  
 Perfectly Fits Up to 14/15.6/16 Inch Laptop/MacBook: Designed to accommodate laptops, MacBooks, and notebooks up to 14/15.6/16 inches, this bag provides a secure and padded compartment to keep your device protected during transit. The well-padded interior ensures maximum safety for your laptop, minimizing the risk of damage while you're on the move.  
 Perfect Gift: This office bag for men is a great gifts for men / gift idea for Father's Day, Birthdays, Valentine's Day, Christmas, Graduation, Back To College Or Any Occasion Which Calls For A Gift. The Leather laptop bag makes a great gift for professionals, artists, students, and all sorts of officials.  ","Hindustan Foam, Hindustan Foam, 16m Golam Jilani Khan Road, Kolkata 700039, Contact : 9831172714","Product Description HAMMONDS FLYCATCHER Making Laptop bag is a perfect laptop & Ipad size and Office business uses bag you don’t want to miss. Made of Vintage Classical leather and detailed with disordered wrinkles and scratches, this Laptop bag will make the wearer stand out from all, as it presents the style of retro and wildness and forms a special skin effect to make it the first choice in major brands GENUINE LEATHER Indulge in genuine leather luxury with the Hammonds Flycatcher Laptop Bag. Crafted from premium leather, this sleek and durable bag exudes sophistication. Perfect for professionals, it offers ample space for your laptop and essentials. Elevate your style with the finest quality material and make a statement wherever you go. SIMPLE & FUNCTIONING Discover simplicity and functionality with the Hammonds Flycatcher Laptop Bag. Designed for practicality, it offers streamlined storage and easy access to your essentials. With a minimalist design, it combines simplicity and functionality seamlessly. Perfect for work or travel, this bag is your go-to choice for simplicity without compromising on functionality. COMFORTABLE HANDLES Experience comfort with the Hammonds Flycatcher Laptop Bag's ergonomic handles. Designed for a comfortable grip, the padded handles ensure effortless carrying. Whether by hand or shoulder, enjoy comfort and convenience with this bag. Say goodbye to discomfort and hello to effortless style with Hammonds Flycatcher's comfortable handles. METAL HARDWARE Enhance your style with the elegance of metal hardware on the Hammonds Flycatcher Laptop Bag. Crafted with attention to detail, this bag features durable accents that elevate its sophistication. From zippers to buckles, every element exudes quality and durability. Make a statement with the refined aesthetics of metal hardware, combining style and functionality. EVERY NEED IS TAKEN CARE OFF HAMMONDS FLYCATCHER has a lot to offer and does withstand the test of quality and time. The multiple pockets, best quality materials and the wide storage capacity can cover up almost all your needs. Storing your laptop, papers, files, books, tablet, mobile phone, keys etc. can be easily done with the wide capacity. The multiple built in sections keep your belongings protected, organized and away from damages. BUY YOUR PERFECTIONS Our Leather Bags travel bags/shoulder bags are crafted for every individual type and suited to best meet your needs and be the perfect companion with you. We understand that we stay with you the entire day and therefore have designed and crafted our leather bags so as to never disappoint. These exclusive leather office bags are designed for a person who is always on the go and is an established achiever. The hunger for the best, the desire for creating something that has never been seen before, a person who wishes to live their dreams. These people will not stop at anything and achieve what they desire. To meet the needs of such a person we have designed and crafted this unique and extraordinary"". It is made from premium quality leather and the accessories are of the best quality to resonate with the bag.It can accommodate all your necessary belongings from notebook to laptop.Easy access pockets for quick use, you can prioritize your belongings and keep them accordingly.Multiple pockets to meet your various needs from keeping the mobile/tablet secure to small things that can be found easily."
B08SWM8XVW,"MOKOBARA The Briefcase - 15.6"" Blue Laptop Messenger Bag for Men & Women ",https://www.amazon.in/dp/B08SWM8XVW,4.5 out of 5 stars,"5,999",313," CRAFTED WITH INDUSTRY BEST PREMIUM MATERIALS: Materials: Vegan leather and nylon fabric, Casing: Soft, Colour: Blue, Water resistant: Yes  
 PADDED LAPTOP COMPARTMENT AND MAXED OUT STORAGE: Dimension: 40 x 8 x 29.5 cm, Capacity: 9.5L, Fits up to a 16” laptop  
 MOST FEATURE RICH BACKPACK: Vegan leather trims, Hidden passport/phone pocket on front and back, Luggage sleeve  
 DETACHABLE BELT: Strap it on your shoulder or carry it your way  
 MORE REASONS TO LOVE YOUR MOKOBARA: Warranty type: 12 Months, Register warranty on (mokobara.com/warranty), get in touch with us @7975298840 (10:30AM - 5:30PM MON-FRI)  ","Designed by Mokobara Lifestyle Private Limited., Designed by Mokobara Lifestyle Private Limited, Bangalore.","Product Description The Briefcase This super-organized briefcase can stow all your essentials & a laptop up to 15.6 inches wide. Organisation System Interior organisation system with pen pockets, zipper and slip pockets. Hidden Pocket Body blended pockets on both front and back for passport, boarding pass, cell phone and kindle. Water Resistant Crafted with Vegan leather and water resistant nylon fabric. Luggage Sleeve Luggage sleeve secures to any Mokobara suitcase for a smooth ride. Premium materials Crafted with Vegan leather and water resistant nylon fabric. 15.6"" laptop compartment Padded laptop compartment that fits up to 15 inches of laptop or MacBook Pro up to 15.6 inches, with lock strap. Super organised Interior organisation system with pen pockets, zipper and slip pockets. Hidden pockets Body blended pockets on both front and back for passport, boarding pass, cell phone and kindle. Carry with ease Vegan leather handles, trims and a detachable shoulder strap for easy carrying. Luggage Sleeve Luggage sleeve secures to any Mokobara suitcase for a smooth ride. Size 40 x 8 x 29.5 cm"
B0BWF3K4GC,"Puma Unisex-Adult Core Backpack, Parisian Night (9018302) ",https://www.amazon.in/dp/B0BWF3K4GC,5.0 out of 5 stars,911.,1," Care Instructions: Hand Wash Only  
 Style Name:-Backpack  
 Model Name:-Core Backpack  
 Brand Color:-Parisian Night  
 Material:-Polyester  
 Dimension:- 47 x 32 x 20 cm (26L)  ","Puma, SGS OVERSEAS PVT.LTD C-76,SECTOR-65,NOIDA, GAUTAM BUDDHA NAGAR, UTTAR PRADESH-201301 201301 NOIDA",
